Msex2.02682,jdp
Msex2.09533,Desat1
Msex2.09532,Patsas
Msex2.08358,Npc2h
Msex2.09537,Dscam1
Msex2.09536,ATPsyndelta
Msex2.09539,galectin
Msex2.09538,GlyP
Msex2.04552,Grip84
Msex2.04553,aop
Msex2.04554,mtSSB
Msex2.04555,Capr
Msex2.04556,CG17233
Msex2.00419,CG9650
Msex2.05178,NoSymbolFound
Msex2.05174,Gdap2
Msex2.05171,CG6015
Msex2.05170,Vha14-1
Msex2.00413,Pfdn2
Msex2.00412,Mocs1
Msex2.08622,Edem2
Msex2.08626,mio
Msex2.08627,Rala
Msex2.08629,Wdr24
Msex2.01094,Dis3l2
Msex2.01092,CSN1b
Msex2.01093,Fancl
Msex2.01090,CG13055
Msex2.01091,l(3)72Dp
Msex2.10573,lsn
Msex2.10571,HDAC11
Msex2.01099,CG4168
Msex2.10794,SmD1
Msex2.09395,CG8531
Msex2.09394,CG2812
Msex2.09397,CG4928
Msex2.10798,eIF1
Msex2.09390,CG32801
Msex2.09393,CG13288
Msex2.09392,Dyb
Msex2.06152,CG2685
Msex2.06150,HLH54F
Msex2.06159,Pvf1
Msex2.07821,ATPsynF
Msex2.07820,Rpn10
Msex2.07823,HEATR2
Msex2.07822,Manf
Msex2.12630,CG17493
Msex2.12631,Rpi
Msex2.11754,fbp
Msex2.12880,Tbce
Msex2.11756,Sirt6
Msex2.13544,Cchl
Msex2.13543,mRpL55
Msex2.13542,Ctl1
Msex2.13541,CG11583
Msex2.13540,D2hgdh
Msex2.06527,CG12236
Msex2.13548,Vha100-1
Msex2.03257,CG32694
Msex2.03254,Sgt
Msex2.03255,Arp10
Msex2.09892,CG4658
Msex2.03253,Past1
Msex2.03250,CG7497
Msex2.09891,Pex12
Msex2.12492,CG4914
Msex2.12493,CG11836
Msex2.12496,NoSymbolFound
Msex2.03258,CG43386
Msex2.12882,CCT2
Msex2.02703,SecCl
Msex2.02702,Kif19A
Msex2.02701,Dic1
Msex2.02700,Dgkepsilon
Msex2.02259,levy
Msex2.02706,CG7564
Msex2.02705,Mkk4
Msex2.02704,CG1671
Msex2.02255,mthl10
Msex2.02254,CAP
Msex2.02257,NoSymbolFound
Msex2.02256,Ppat-Dpck
Msex2.02251,CG14086
Msex2.02253,CG10444
Msex2.05534,CCHa1-R
Msex2.04701,Tfb4
Msex2.04700,Dr
Msex2.04702,CG9855
Msex2.04709,CG14480
Msex2.12713,ana
Msex2.14133,Syx5
Msex2.14134,CCT4
Msex2.00628,CG6937
Msex2.00629,CG12320
Msex2.00620,Abd-B
Msex2.00627,PCID2
Msex2.10082,Mtpalpha
Msex2.11569,pygo
Msex2.04969,Nup154
Msex2.04968,daed
Msex2.09258,Rgl
Msex2.09259,NoSymbolFound
Msex2.09706,Pmm2
Msex2.09707,CG8778
Msex2.04963,sing
Msex2.04962,CG15211
Msex2.09250,RpII140
Msex2.09703,mRpS33
Msex2.09252,CG14613
Msex2.04966,Ect3
Msex2.11307,mmy
Msex2.11306,RSG7
Msex2.11309,Mgat2
Msex2.11308,CG6833
Msex2.01650,Rpn11
Msex2.06971,SCaMC
Msex2.06707,MRP
Msex2.01654,CG10019
Msex2.06704,ed
Msex2.06703,CG14174
Msex2.06702,capu
Msex2.06701,Ssb-c31a
Msex2.06700,CG7149
Msex2.01656,NoSymbolFound
Msex2.05618,Notum
Msex2.05619,stac
Msex2.00700,Atg7
Msex2.05613,KaiR1D
Msex2.00703,betaggt-I
Msex2.05617,CG5895
Msex2.13048,CG8668
Msex2.05554,Npc1a
Msex2.13041,Pgm1
Msex2.13047,CG15429
Msex2.13044,Ir68a
Msex2.01283,CG8777
Msex2.01280,IP3K1
Msex2.06839,raw
Msex2.06838,CG4709
Msex2.01285,RpIII128
Msex2.01284,CG4045
Msex2.06835,arg
Msex2.01289,NoSymbolFound
Msex2.06836,CG6769
Msex2.06831,Ac13E
Msex2.06830,CG7453
Msex2.06832,CG8916
Msex2.07613,CG3216
Msex2.07610,NoSymbolFound
Msex2.07611,CG15923
Msex2.07617,Mau2
Msex2.07614,Ric
Msex2.07615,CG6005
Msex2.07619,TSG101
Msex2.02068,CG42540
Msex2.02069,CG13310
Msex2.02063,CG1265
Msex2.02061,fw
Msex2.02066,e(y)2
Msex2.02065,CG5989
Msex2.04345,CG5555
Msex2.04696,bap
Msex2.13226,CG14182
Msex2.13227,CG12502
Msex2.13224,Vps8
Msex2.13225,CG6700
Msex2.04347,Gld
Msex2.00364,SCCRO4
Msex2.04346,pasha
Msex2.04341,CG2656
Msex2.04343,14-3-3epsilon
Msex2.04342,CG3815
Msex2.00363,FRG1
Msex2.02398,Naa60
Msex2.02399,Shab
Msex2.02394,CG13196
Msex2.02395,CG5316
Msex2.02396,ldbr
Msex2.02397,Sox100B
Msex2.02393,Zip48C
Msex2.12799,Arc42
Msex2.12798,POLDIP2
Msex2.10937,CG6424
Msex2.12797,AMPKalpha
Msex2.00192,PIG-N
Msex2.03628,PR-Set7
Msex2.03627,Ddx1
Msex2.03626,CG3337
Msex2.03625,CG10903
Msex2.03624,cin
Msex2.03623,CHOp24
Msex2.05236,CG15651
Msex2.12579,RpS29
Msex2.12575,CG16848
Msex2.12574,CG3704
Msex2.12577,RanGAP
Msex2.12576,CG32281
Msex2.12571,PCNA
Msex2.12570,Con
Msex2.12573,omd
Msex2.12572,CG6765
Msex2.02938,ninaB
Msex2.14304,Lrrk
Msex2.14306,par-6
Msex2.02930,nompC
Msex2.00198,CG4329
Msex2.02932,CG12512
Msex2.05237,CG1598
Msex2.00199,Sc2
Msex2.13244,yki
Msex2.11388,mRpS21
Msex2.01474,Nlg3
Msex2.01918,dia
Msex2.01913,pho
Msex2.01912,gammaCOP
Msex2.01917,nau
Msex2.01916,CG1909
Msex2.01914,CG5028
Msex2.10400,Prp31
Msex2.04398,TfIIEalpha
Msex2.04399,Nrk
Msex2.04396,CG8520
Msex2.04394,trk
Msex2.04392,rictor
Msex2.04390,CG11586
Msex2.05377,VhaM9.7-a
Msex2.05376,unc-4
Msex2.05375,krimp
Msex2.05374,CG3618
Msex2.05379,CG6398
Msex2.01473,Nlg1
Msex2.08392,CG4576
Msex2.08391,CG31975
Msex2.08424,Vmat
Msex2.08397,CG10565
Msex2.08394,Eps-15
Msex2.08428,Cog7
Msex2.08398,spag
Msex2.00663,Srp19
Msex2.01706,ss
Msex2.01871,metl
Msex2.10408,CCKLR-17D3
Msex2.01702,ens
Msex2.01703,mtg
Msex2.01700,for
Msex2.01701,Tk
Msex2.01879,CG43759
Msex2.11528,CG10338
Msex2.01709,Teh3
Msex2.04572,Pomp
Msex2.04573,CG12698
Msex2.04570,cad
Msex2.04576,CG1504
Msex2.04574,CG8086
Msex2.04575,Pvr
Msex2.06034,Tor
Msex2.04578,CG13532
Msex2.00477,CG13369
Msex2.05116,Ipk2
Msex2.00475,Grip163
Msex2.00474,CG42240
Msex2.05113,e(y)1
Msex2.00472,HLH4C
Msex2.05111,bsk
Msex2.05110,lark
Msex2.11790,Cyp9f2
Msex2.11793,CG2278
Msex2.11795,norpA
Msex2.00479,ZAP3
Msex2.05118,RpS26
Msex2.08644,Dh31-R
Msex2.08648,RpS14a
Msex2.08649,Sar1
Msex2.10223,PGAP2
Msex2.10222,CG17258
Msex2.10552,Stat92E
Msex2.10554,Ccs
Msex2.10557,BNIP3
Msex2.10224,L2HGDH
Msex2.10559,CG12267
Msex2.10873,CG42638
Msex2.14941,Apf
Msex2.10991,CG14814
Msex2.02886,jus
Msex2.13016,TORIP
Msex2.02880,CenG1A
Msex2.12444,Vha55
Msex2.06134,l(2)09851
Msex2.06135,CG4611
Msex2.06136,eIF3l
Msex2.06137,CG8993
Msex2.06130,CG12608
Msex2.06131,Spn
Msex2.06133,Wbp2
Msex2.09112,CG2930
Msex2.09111,Fer2
Msex2.09110,CG5880
Msex2.06138,CG15877
Msex2.09114,Cad99C
Msex2.07849,HIP-R
Msex2.07848,kek3
Msex2.07842,zfh1
Msex2.07841,Ltn1
Msex2.07840,CG13999
Msex2.00891,mRRF2
Msex2.00893,NoSymbolFound
Msex2.00892,Rat1
Msex2.00897,AP-2sigma
Msex2.00899,Mink
Msex2.00898,CG11537
Msex2.07268,Ndfip
Msex2.07260,CG3552
Msex2.07267,Top3beta
Msex2.07266,fid
Msex2.07265,CG5731
Msex2.05519,CG7457
Msex2.05579,Sfmbt
Msex2.02725,Taf1
Msex2.02724,TTLL1B
Msex2.02727,ECSIT
Msex2.02234,Galphaq
Msex2.02233,CG5191
Msex2.02230,tna
Msex2.02729,Nup214
Msex2.02728,CG10795
Msex2.02239,rdx
Msex2.02238,CG9922
Msex2.15530,PGRP-SC2
Msex2.12211,Pdss2
Msex2.15534,Dh44
Msex2.12215,CG34015
Msex2.12216,CG9643
Msex2.12217,Hand
Msex2.04763,mtt
Msex2.04760,CG13008
Msex2.05347,SC35
Msex2.04187,CG13510
Msex2.04186,robo3
Msex2.04184,OtopLa
Msex2.14117,CG13398
Msex2.14116,B-H2
Msex2.14111,ZnT49B
Msex2.14112,CG16979
Msex2.00648,CG31191
Msex2.00649,gukh
Msex2.00644,foxo
Msex2.00645,hdly
Msex2.00642,CG10375
Msex2.08091,Atg2
Msex2.11096,CG5861
Msex2.08093,CG5382
Msex2.08092,NoSymbolFound
Msex2.08095,CG42233
Msex2.08094,TTLL12
Msex2.08096,CG3817
Msex2.08099,Sras
Msex2.08098,FBXO11
Msex2.11099,upSET
Msex2.11098,cwo
Msex2.04983,NoSymbolFound
Msex2.09277,CG31278
Msex2.09274,Cpr65Ax2
Msex2.09275,Nrx-IV
Msex2.09272,ppk9
Msex2.04985,CG1632
Msex2.04984,CG32264
Msex2.04989,Ciao1
Msex2.04988,CG4278
Msex2.09278,CG5044
Msex2.09993,Lrt
Msex2.03680,Mgat4a
Msex2.11329,l(3)mbt
Msex2.11328,BTBD9
Msex2.11321,Cyt-b5
Msex2.11327,CG10628
Msex2.11326,PGAP3
Msex2.05588,CG7218
Msex2.05589,sr
Msex2.05580,fy
Msex2.05584,CG31075
Msex2.05586,Cul5
Msex2.05587,eIF2gamma
Msex2.06721,CG34172
Msex2.06723,frtz
Msex2.01110,CG10184
Msex2.01117,CG7322
Msex2.06724,PK2-R1
Msex2.06727,CG8888
Msex2.06729,CG43324
Msex2.06728,Drep1
Msex2.01119,dco
Msex2.10946,botv
Msex2.10947,CG9727
Msex2.10944,Glos
Msex2.07450,mRRF1
Msex2.07983,Hpr1
Msex2.07980,Tsp2A
Msex2.07981,Ns3
Msex2.07455,CG1637
Msex2.07984,CG34159
Msex2.07985,Rh5
Msex2.07459,mkg-p
Msex2.07989,Lar
Msex2.05632,CG14195
Msex2.05633,CG4679
Msex2.05630,stas
Msex2.05631,CG4558
Msex2.05637,out
Msex2.05635,CG7884
Msex2.05638,CG8034
Msex2.04214,daw
Msex2.03937,CG10527
Msex2.13021,Pisd
Msex2.06857,IntS8
Msex2.06584,mfr
Msex2.06855,rho-7
Msex2.06854,CG4390
Msex2.06853,CG11077
Msex2.06580,Ldh
Msex2.06582,Tango9
Msex2.10052,a
Msex2.06589,CG1113
Msex2.10055,sky
Msex2.06859,CG13516
Msex2.07675,CG40006
Msex2.07670,CG15373
Msex2.07671,Toll-9
Msex2.07678,Lac
Msex2.02009,CG6230
Msex2.02006,CG5708
Msex2.02000,vari
Msex2.02001,Uro
Msex2.02002,NoSymbolFound
Msex2.02003,Ntl
Msex2.13796,eIF2Bdelta
Msex2.13793,Lnk
Msex2.13791,Rad1
Msex2.13799,dnk
Msex2.10928,Rae1
Msex2.10929,CG5181
Msex2.10698,NoSymbolFound
Msex2.10699,CG2063
Msex2.00330,Alg13
Msex2.00331,Ir93a
Msex2.00333,CG6465
Msex2.07046,CG14655
Msex2.10692,CG5608
Msex2.00443,CG11380
Msex2.12773,Rpt6
Msex2.12772,CG5149
Msex2.07188,CG9723
Msex2.07189,ics
Msex2.00336,CG13016
Msex2.12774,btz
Msex2.07183,CG1941
Msex2.07180,CG31126
Msex2.07181,ash2
Msex2.07184,l(2)01289
Msex2.07185,jar
Msex2.01319,EcR
Msex2.03353,GstS1
Msex2.03600,CG9572
Msex2.03603,tbc
Msex2.03602,Exo84
Msex2.03605,PGRP-LB
Msex2.03356,MAGE
Msex2.09915,CG6607
Msex2.03609,sals
Msex2.03359,Slob
Msex2.03358,CG1907
Msex2.12516,Rchy1
Msex2.12515,CG1513
Msex2.12510,CG42542
Msex2.08223,rnh1
Msex2.02913,qm
Msex2.02910,CG11590
Msex2.02911,slo
Msex2.02916,Usp1
Msex2.02917,TkR99D
Msex2.02914,tmod
Msex2.02915,NoSymbolFound
Msex2.02919,Pgant2
Msex2.01313,Sarm
Msex2.01312,Dph4
Msex2.14803,PAPLA1
Msex2.11156,SmB
Msex2.11154,Cwc25
Msex2.11155,Kr-h1
Msex2.11152,CG15824
Msex2.11153,LUBEL
Msex2.11150,CG2076
Msex2.11151,CG9246
Msex2.05417,CG15356
Msex2.11159,NoSymbolFound
Msex2.01935,ND-49
Msex2.01934,su(f)
Msex2.01937,Wdr62
Msex2.01936,CG7706
Msex2.01931,CG10011
Msex2.01930,bsh
Msex2.01933,CG10418
Msex2.14328,SP1173
Msex2.04375,CG12567
Msex2.04376,NoSymbolFound
Msex2.08555,NLaz
Msex2.14321,isopeptidase-T-3
Msex2.08556,ken
Msex2.05355,Ttc26
Msex2.05354,l(2)41Ab
Msex2.05357,Wdr81
Msex2.05356,Cpr64Ac
Msex2.00182,Oct-TyrR
Msex2.05352,l(2)gl
Msex2.08550,bun
Msex2.05359,r-l
Msex2.01858,CG9706
Msex2.01859,CG9601
Msex2.13808,FeCH
Msex2.01852,spin
Msex2.01853,boca
Msex2.01850,AstC
Msex2.08001,CG5567
Msex2.01856,Lap1
Msex2.01857,CG13248
Msex2.01854,RPA2
Msex2.01855,Sas-6
Msex2.04514,RpL10
Msex2.04515,CG9941
Msex2.04516,CG14442
Msex2.04517,Dgp-1
Msex2.04510,GLaz
Msex2.04511,CG3781
Msex2.04513,DNApol-eta
Msex2.08669,Dd
Msex2.08666,AP-2mu
Msex2.08665,Efr
Msex2.08662,DNApol-zeta
Msex2.08663,pll
Msex2.08660,NoSymbolFound
Msex2.08661,lili
Msex2.01589,CG33671
Msex2.01586,okr
Msex2.01580,CG7772
Msex2.10207,Rab27
Msex2.10203,Start1
Msex2.10202,spdo
Msex2.10209,mal
Msex2.10208,CG15456
Msex2.05138,CG45071
Msex2.00329,eca
Msex2.00328,CG5862
Msex2.00323,Pak3
Msex2.00450,CG30268
Msex2.00453,CG17572
Msex2.05132,chrb
Msex2.00327,nsl1
Msex2.00454,CG9427
Msex2.00457,spri
Msex2.00324,CG14882
Msex2.06448,CG6388
Msex2.06449,Lon
Msex2.06118,Nopp140
Msex2.06119,Zasp52
Msex2.06440,CG34370
Msex2.06117,Rheb
Msex2.01322,Rif1
Msex2.06443,CG2972
Msex2.06112,Parp
Msex2.06445,Syx18
Msex2.06446,DCP2
Msex2.01327,CG32599
Msex2.09135,dom
Msex2.09137,mthl1
Msex2.09136,Tpst
Msex2.09133,CG3698
Msex2.07860,CG43338
Msex2.07863,CG6330
Msex2.07862,CG15544
Msex2.07864,Tsp97E
Msex2.07867,Obp57a
Msex2.07866,CG33506
Msex2.07869,CG7806
Msex2.07868,RecQ5
Msex2.06017,CG6287
Msex2.07249,NoSymbolFound
Msex2.07248,cysu
Msex2.07245,Mtl
Msex2.07244,Sur-8
Msex2.07247,Pfdn6
Msex2.07246,Tes
Msex2.07241,CG9356
Msex2.07240,CG6523
Msex2.07243,CstF64
Msex2.07242,CREG
Msex2.08987,CG17636
Msex2.08986,CG15643
Msex2.08984,swi2
Msex2.08982,CG7950
Msex2.08980,NoSymbolFound
Msex2.08989,Bet1
Msex2.12183,Nup44A
Msex2.02746,beat-Va
Msex2.02213,Adat1
Msex2.02744,Esp
Msex2.02743,ect
Msex2.06613,side-III
Msex2.02741,CG10211
Msex2.02740,wmd
Msex2.13580,HtrA2
Msex2.13587,GAPcenA
Msex2.13584,Sin1
Msex2.12230,Pka-R1
Msex2.12236,NAT1
Msex2.12234,Hip14
Msex2.12235,Mob2
Msex2.12238,Ptp10D
Msex2.12239,mre11
Msex2.04741,Picot
Msex2.04740,RpI1
Msex2.04744,Vrp1
Msex2.04747,l(1)G0193
Msex2.05557,CG1236
Msex2.11481,Zmynd10
Msex2.11484,TfAP-2
Msex2.11487,Rsph9
Msex2.05555,Scp1
Msex2.03169,Nlg2
Msex2.03161,Caper
Msex2.03162,c12.1
Msex2.03163,gbb
Msex2.03164,mthl15
Msex2.03165,Nha1
Msex2.14176,CG30392
Msex2.14174,Rdl
Msex2.14178,CstF50
Msex2.00666,Naxd
Msex2.05831,NoSymbolFound
Msex2.00664,wuho
Msex2.05833,CG14903
Msex2.05834,CG2021
Msex2.05835,Shawn
Msex2.05836,Men-b
Msex2.00661,CG42346
Msex2.11527,PGRP-LF
Msex2.11526,ppk16
Msex2.11524,hec
Msex2.00668,CG6693
Msex2.11520,sli
Msex2.05551,Marcal1
Msex2.01134,CG17776
Msex2.01137,CG9395
Msex2.01131,Mys45A
Msex2.01130,CG5189
Msex2.01133,GatC
Msex2.01132,KdelR
Msex2.10924,DNAlig1
Msex2.10697,Prosbeta6
Msex2.10927,ND-B12
Msex2.01139,Marf1
Msex2.01138,ND-PDSW
Msex2.10923,Trf4-1
Msex2.05655,crim
Msex2.05652,CG5946
Msex2.05653,Gr39a
Msex2.05658,rtv
Msex2.05659,mip130
Msex2.06879,Hacd1
Msex2.04918,Nf-YC
Msex2.13005,CG4537
Msex2.13002,BicC
Msex2.06871,Nct
Msex2.06873,Cndp2
Msex2.06875,CG4374
Msex2.06874,Spn88Ea
Msex2.06877,CG11584
Msex2.06876,msn
Msex2.10072,NoSymbolFound
Msex2.10073,Cog6
Msex2.10070,Sirup
Msex2.10071,NoSymbolFound
Msex2.10076,Fs(2)Ket
Msex2.10077,RpS18
Msex2.10074,mRpL15
Msex2.10075,Ahcy
Msex2.10078,Catsup
Msex2.10079,CarT
Msex2.02027,TTLL3A
Msex2.02024,CG3792
Msex2.02025,CG31712
Msex2.02023,CG6621
Msex2.02020,CG42288
Msex2.02028,GckIII
Msex2.09756,Rab9
Msex2.09751,tko
Msex2.07472,eEF1gamma
Msex2.07473,CG15894
Msex2.07471,CanB
Msex2.07476,Akt1
Msex2.07477,eag
Msex2.07475,stnB
Msex2.12752,CG6659
Msex2.06309,if
Msex2.06302,osp
Msex2.06301,Coop
Msex2.04092,Gr64f
Msex2.06306,mRpL50
Msex2.06305,skd
Msex2.06304,IPIP
Msex2.12759,CG4660
Msex2.14358,Smyd4-3
Msex2.12756,CG14894
Msex2.07659,ACC
Msex2.07652,NoSymbolFound
Msex2.07650,NoSymbolFound
Msex2.07651,Eaat2
