GeneName	Orthologs	GeneSymbolOrthologs	Dmel_paralogs	GeneSymbolDmel_paralogs	ParalogsThatHaveOrthologs	GeneSymbolParalogs
AGAP012045	FBgn0029979	mahe	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012046	FBgn0033762	ZnT49B	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012047	FBgn0033763	CG8646	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012048	FBgn0261955	kdn	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012049	NoDirectOrtholog	NULL	-	-	FBgn0031047	Rcd-1
AGAP012050	FBgn0031047	Rcd-1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012051	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028542	geneIDnotMapped	-	-	-	-	-
AGAP012052	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012053	FBgn0003748	Treh	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012054	FBgn0003435	sm	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012055	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012056	FBgn0011726	tsr	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012057	FBgn0034722	Rtf1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012058	FBgn0033551	CG7222	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012059	FBgn0025878	wrapper	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012060	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012061	FBgn0033166	Eaf	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012062	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012063	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012064	FBgn0260934	par-1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012065	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012066	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP012067	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012068	FBgn0012051	CalpA	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012069	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012070	FBgn0040505	Alk	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012071	NoDirectOrtholog	NULL	-	-	FBgn0033162	NoSymbolFound
AGAP012072	FBgn0033162	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012073	FBgn0035160	hng3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012074	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012075	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012076	FBgn0039914	mav	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012077	FBgn0031050	Arp10	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012078	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP029057	geneIDnotMapped	-	-	-	-	-
AGAP012079	FBgn0021776	mira	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012080	FBgn0266723	Trs31	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012081	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012082	FBgn0032486	mRF1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012083	NoDirectOrtholog	NULL	-	-	FBgn0266723	Trs31
AGAP012084	FBgn0042092	CG13773	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012085	FBgn0020767	Spred	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012086	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012087	FBgn0263144	bin3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012088	FBgn0033349	CG8243	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012089	FBgn0026402	NiPp1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012090	FBgn0023081	gek	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012091	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012092	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012093	FBgn0029945	CG18155	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP029122	geneIDnotMapped	-	-	-	-	-
AGAP012096	FBgn0020766	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012097	FBgn0039674	CG1907	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012098	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012099	FBgn0031267	Ipk2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012100	FBgn0261597	RpS26	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012101	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012102	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012103	FBgn0262735	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012104	FBgn0037816	CG6345	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012105	FBgn0022724	Taf8	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012106	FBgn0010217	ATPsynbeta	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012107	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012108	FBgn0015286	Rala	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012109	FBgn0027553	NELF-B	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012110	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012111	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012112	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012113	FBgn0010288	Uch	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012114	FBgn0037633	CG9839	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012115	FBgn0052451	SPoCk	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012116	FBgn0010830	l(3)04053	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012117	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012118	FBgn0031871	Fgop2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012119	FBgn0013717	not	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012120	FBgn0035407	Asciz	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012121	FBgn0036187	RIOK1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012122	FBgn0036188	CG7339	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012123	FBgn0052085	CG32085	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012124	FBgn0036826	arx	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012125	FBgn0026702	Pop1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012126	FBgn0042138	CG18815	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012127	FBgn0036196	CG11658	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012128	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012129	FBgn0261381	mtTFB1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012130	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012131	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028721	geneIDnotMapped	-	-	-	-	-
AGAP012132	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028746	geneIDnotMapped	-	-	-	-	-
AGAP028747	geneIDnotMapped	-	-	-	-	-
AGAP028748	geneIDnotMapped	-	-	-	-	-
AGAP028751	geneIDnotMapped	-	-	-	-	-
AGAP028750	geneIDnotMapped	-	-	-	-	-
AGAP028749	geneIDnotMapped	-	-	-	-	-
AGAP012134	FBgn0034641	mahj	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012135	FBgn0002787	Rpn8	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012136	FBgn0030572	mRpS25	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012137	FBgn0030571	CG14414	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012138	FBgn0032987	RpL21	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012139	FBgn0039025	Usp12-46	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012140	FBgn0034237	eIF3b	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012141	FBgn0261554	CG42672	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012142	FBgn0036487	Prp31	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012143	FBgn0037008	mTerf3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012144	FBgn0036489	CG7011	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012145	FBgn0036488	CG6878	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012146	FBgn0037010	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012148	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012152	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012154	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012155	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012156	FBgn0031170	ABCA	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028631	geneIDnotMapped	-	-	-	-	-
AGAP012159	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012160	FBgn0003268	rod	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012161	FBgn0036368	CG10738	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012162	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012163	FBgn0261360	CG42637	['FBgn0261360', 'FBgn0266136']	['CG42637', 'Gyc76C']	NoNeedOfParalogs	NULL
AGAP012164	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012165	FBgn0053966	CG33966	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012166	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012167	FBgn0003074	Pgi	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012168	FBgn0036921	RhoGDI	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028632	geneIDnotMapped	-	-	-	-	-
AGAP012171	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012172	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012173	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012174	FBgn0037578	CG9601	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012175	FBgn0034691	Synj	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012176	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012177	FBgn0050476	ave	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012178	FBgn0033960	CG10151	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012179	FBgn0004580	Cbp53E	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012180	FBgn0033429	CG12929	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012181	FBgn0027585	CG8740	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012182	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012183	FBgn0086784	stmA	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012184	FBgn0013954	Fkbp12	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012185	FBgn0010434	cora	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012186	FBgn0265178	CG44243	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012187	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012188	FBgn0030733	UQCR-14	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012189	FBgn0034419	CG15111	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012190	FBgn0034420	CG10737	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012191	FBgn0033274	CG14757	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012192	FBgn0011659	Mlh1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012193	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012194	FBgn0034091	mrj	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012195	FBgn0050100	CG30100	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012196	NoDirectOrtholog	NULL	-	-	FBgn0004828	His3.3B
AGAP012197	NoDirectOrtholog	NULL	-	-	FBgn0004828	His3.3B
AGAP012198	NoDirectOrtholog	NULL	-	-	FBgn0051618	His2A:CG31618
AGAP012199	FBgn0053868	His2B:CG33868	['FBgn0053868', 'FBgn0053870', 'FBgn0053872', 'FBgn0053874', 'FBgn0053876', 'FBgn0053878', 'FBgn0053880', 'FBgn0053882', 'FBgn0053884', 'FBgn0053886', 'FBgn0053888', 'FBgn0053890', 'FBgn0053892', 'FBgn0053894', 'FBgn0053896', 'FBgn0053898', 'FBgn0053900', 'FBgn0053902', 'FBgn0053904', 'FBgn0053906', 'FBgn0053908', 'FBgn0053910', 'FBgn0061209']	['His2B:CG33868', 'His2B:CG33870', 'His2B:CG33872', 'His2B:CG33874', 'His2B:CG33876', 'His2B:CG33878', 'His2B:CG33880', 'His2B:CG33882', 'His2B:CG33884', 'His2B:CG33886', 'His2B:CG33888', 'His2B:CG33890', 'His2B:CG33892', 'His2B:CG33894', 'His2B:CG33896', 'His2B:CG33898', 'His2B:CG33900', 'His2B:CG33902', 'His2B:CG33904', 'His2B:CG33906', 'His2B:CG33908', 'His2B:CG33910', 'His2B:CG17949']	NoNeedOfParalogs	NULL
AGAP012200	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012201	NoDirectOrtholog	NULL	-	-	FBgn0053868	His2B:CG33868
AGAP012202	NoDirectOrtholog	NULL	-	-	FBgn0053868	His2B:CG33868
AGAP012203	FBgn0037105	S1P	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012204	FBgn0029148	NHP2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028633	geneIDnotMapped	-	-	-	-	-
AGAP012207	FBgn0036922	CG14182	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012208	FBgn0051915	CG31915	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012209	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028634	geneIDnotMapped	-	-	-	-	-
AGAP028635	geneIDnotMapped	-	-	-	-	-
AGAP012216	FBgn0037612	CG8112	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012217	NoDirectOrtholog	NULL	-	-	FBgn0037612	CG8112
AGAP012218	FBgn0034909	CG4797	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028543	geneIDnotMapped	-	-	-	-	-
AGAP012219	FBgn0037109	MED1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012220	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012221	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012222	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012223	FBgn0000568	Eip75B	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012224	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012225	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012226	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012227	FBgn0032032	CG17294	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012228	FBgn0014092	CG4278	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012229	FBgn0014340	mof	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012230	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012231	FBgn0034485	CG11099	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028636	geneIDnotMapped	-	-	-	-	-
AGAP012235	FBgn0036918	Pfdn6	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012236	FBgn0036398	upSET	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012237	FBgn0036844	Mkp3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012238	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012239	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012240	FBgn0036372	Abp1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012241	FBgn0036414	nan	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028637	geneIDnotMapped	-	-	-	-	-
AGAP012244	FBgn0036544	sff	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012245	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012246	FBgn0039636	Atg14	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012247	FBgn0023129	aay	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012248	FBgn0035402	Usp5	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012249	FBgn0030321	CG1703	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012250	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012251	FBgn0024315	Picot	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012252	FBgn0003091	Pkc53E	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028544	geneIDnotMapped	-	-	-	-	-
AGAP028709	geneIDnotMapped	-	-	-	-	-
AGAP028708	geneIDnotMapped	-	-	-	-	-
AGAP012254	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012255	FBgn0024232	gprs	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012256	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012257	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012258	FBgn0026630	nes	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012259	FBgn0036958	CG17233	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012260	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012261	FBgn0035147	Gale	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012262	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012263	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012264	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012265	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012266	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012267	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012268	FBgn0036789	AstC-R2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028711	geneIDnotMapped	-	-	-	-	-
AGAP028710	geneIDnotMapped	-	-	-	-	-
AGAP012270	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012271	FBgn0036353	CG10171	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012272	FBgn0260857	Bet1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012273	FBgn0262714	Sap130	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012274	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012275	FBgn0031042	CG14221	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP029108	geneIDnotMapped	-	-	-	-	-
AGAP029114	geneIDnotMapped	-	-	-	-	-
AGAP029120	geneIDnotMapped	-	-	-	-	-
AGAP012279	FBgn0035785	ppk26	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012280	FBgn0036202	CG6024	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012281	FBgn0033902	eIF3m	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012282	FBgn0001332	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012283	FBgn0027091	CysRS	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012284	FBgn0010409	RpL18A	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012285	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012286	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012287	FBgn0035039	Adck1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012288	FBgn0015838	Vang	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012289	FBgn0034246	Dcr-2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012290	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012291	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012292	FBgn0038037	Cyp9f2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012293	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012294	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012295	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012296	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012297	FBgn0002899	mus301	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012298	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012299	FBgn0010315	CycD	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012300	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012301	FBgn0033431	CG1827	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012302	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012303	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012304	FBgn0002789	Mp20	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012305	FBgn0014863	Mlp84B	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012306	FBgn0034084	CG8435	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012307	FBgn0033710	CG17739	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012308	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012309	FBgn0033712	mIF3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012310	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028638	geneIDnotMapped	-	-	-	-	-
AGAP012313	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012314	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012315	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012316	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028545	geneIDnotMapped	-	-	-	-	-
AGAP012317	FBgn0035043	CG4781	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012318	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012319	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012320	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012321	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012322	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012323	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012324	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012325	FBgn0034470	Obp56d	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012326	FBgn0034476	Toll-7	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012327	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028546	geneIDnotMapped	-	-	-	-	-
AGAP012328	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012329	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012330	FBgn0037184	CG14450	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012331	FBgn0034766	Obp59a	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012332	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012333	FBgn0033884	CG13344	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012334	FBgn0010228	HmgZ	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012335	FBgn0010278	Ssrp	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012336	FBgn0033392	CG8027	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028639	geneIDnotMapped	-	-	-	-	-
AGAP012339	FBgn0036928	Tom20	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012340	FBgn0263974	qin	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012341	FBgn0040296	Ocho	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012342	FBgn0002733	E(spl)mbeta-HLH	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012343	FBgn0262509	nrm	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012344	FBgn0033289	CG2121	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012345	FBgn0261588	pdm3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012346	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028640	geneIDnotMapped	-	-	-	-	-
AGAP012350	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012351	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012352	FBgn0039800	Npc2g	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012353	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028419	geneIDnotMapped	-	-	-	-	-
AGAP012354	FBgn0037130	Syn1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP028178	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP028156	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP028016	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012355	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP028137	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028106	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP028008	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP028160	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP027991	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028208	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP028044	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP028018	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028013	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP028067	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP028227	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP012356	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012357	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012358	FBgn0036754	CG5589	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012359	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012360	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012361	FBgn0033341	MrgBP	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012362	FBgn0034310	Nup75	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012363	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012364	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
