GeneName,GeneSymbolOrthologs
AGAP010035,raptor
AGAP010039,ND-51
AGAP010040,CG10877
AGAP010041,Fbw5
AGAP010042,Oatp33Ea
AGAP010043,Oatp33Eb
AGAP010044,bun
AGAP010047,CG15199
AGAP010048,CG31663
AGAP010049,wry
AGAP010050,CG5381
AGAP010051,CG10286
AGAP010052,CAH1
AGAP010054,brat
AGAP010055,dlt
AGAP010060,Nse4
AGAP010061,Rich
AGAP010064,Rpb5
AGAP010065,RpL12
AGAP010066,CG14778
AGAP010067,Hk
AGAP010071,Aasdh
AGAP010072,CG13623
AGAP010073,CG5828
AGAP010074,Pex13
AGAP010075,ytr
AGAP010076,homer
AGAP010077,Cyp303a1
AGAP010078,Pgant2
AGAP010080,DUBAI
AGAP010081,CG2662
AGAP010085,CG12994
AGAP010086,ArgRS-m
AGAP010087,lap
AGAP010088,faf
AGAP010089,Rh5
AGAP010090,Lar
AGAP010094,CG17855
AGAP010096,CG9395
AGAP010098,Cpr30F
AGAP010115,CG42366
AGAP010129,TbCMF46
AGAP010130,CG4598
AGAP010131,Oda
AGAP010133,crq
AGAP010134,Arr1
AGAP010135,dock
AGAP010137,Adk3
AGAP010138,CG31688
AGAP010139,bur
AGAP010140,CG11050
AGAP010142,AANAT1
AGAP010143,BuGZ
AGAP010145,yellow-b
AGAP010146,ppk17
AGAP010147,Mhc
AGAP010150,Cyt-b5-r
AGAP010151,Mppe
AGAP010152,rig
AGAP013739,AstCC
AGAP010156,ATPCL
AGAP010157,AstC
AGAP010158,Samuel
AGAP010159,dUTPase
AGAP010160,Myo31DF
AGAP010162,CG3277
AGAP010163,RpL38
AGAP010164,whd
AGAP010165,CG3769
AGAP010167,numb
AGAP010168,CG43333
AGAP010170,CG15385
AGAP010171,papi
AGAP010172,mts
AGAP010173,Rack1
AGAP010174,CG33303
AGAP010175,capt
AGAP010177,RPA3
AGAP010178,CG33120
AGAP010179,CG6729
AGAP010180,Cep97
AGAP010181,CG31957
AGAP010182,CG1523
AGAP010183,capu
AGAP010186,ed
AGAP010187,shams
AGAP010188,Stip1
AGAP010189,drongo
AGAP010190,Oseg5
AGAP010191,CG31650
AGAP010192,Zir
AGAP010193,NoSymbolFound
AGAP010194,CG3294
AGAP010195,Gr28b
AGAP010196,CG6055
AGAP010197,gus
AGAP010198,RnrL
AGAP010199,Rsph1
AGAP010200,CG2931
AGAP010201,crp
AGAP010202,Sfmbt
AGAP010206,BicD
AGAP010207,ssp3
AGAP010209,tup
AGAP010210,NoSymbolFound
AGAP010211,CG2310
AGAP010212,Pfdn1
AGAP010213,CG9154
AGAP010214,Kr-h2
AGAP010215,CG13999
AGAP010216,RpL24
AGAP010217,CG9302
AGAP010218,CG9044
AGAP010219,Mcm6
AGAP010220,PCNA
AGAP010221,DIP-eta
AGAP010222,DIP-theta
AGAP010223,noc
AGAP010224,KdelR
AGAP010227,Tom7
AGAP010228,Mccc1
AGAP010229,pyd3
AGAP010230,metro
AGAP010232,CG9265
AGAP010233,Itgbn
AGAP010234,Mtp
AGAP010235,sky
AGAP010236,CG6153
AGAP010238,CG5758
AGAP010239,CG5001
AGAP010240,Jon65Aiv
AGAP010242,robo3
AGAP010244,CG34174
AGAP010245,robo2
AGAP010246,kraken
AGAP010247,Rrp40
AGAP010248,CG31922
AGAP010249,CG10413
AGAP010251,alphaCOP
AGAP010252,RpL23
AGAP010253,Prosalpha6
AGAP010255,CG15615
AGAP010257,RpL13A
AGAP010258,Klc
AGAP010259,ss
AGAP010260,CG31221
AGAP010261,Dys
AGAP010263,THADA
AGAP010264,CG15894
AGAP010265,Dl
AGAP010266,unc79
AGAP010267,GlnRS
AGAP010268,mRpS9
AGAP010271,CG10914
AGAP010272,Ir25a
AGAP010273,Pi3K59F
AGAP010274,CG9801
AGAP010275,CG14411
AGAP010276,Pdk
AGAP010277,Sdhaf3
AGAP010278,Dhfr
AGAP010279,eve
AGAP010280,yellow-c
AGAP010281,GABA-B-R1
AGAP010282,spel1
AGAP010283,Wnt2
AGAP010286,brp
AGAP010288,RYBP
AGAP010289,Ppa
AGAP010290,Wnt5
AGAP010292,Vav
AGAP010293,GC1
AGAP010294,CG4702
AGAP010295,Ca-alpha1D
AGAP010297,tacc
AGAP010298,Vha36-1
AGAP010302,thw
AGAP010303,Atg7
AGAP010304,Tango5
AGAP010305,CG7275
AGAP010307,rush
AGAP010308,CG1234
AGAP012428,B-H1
AGAP012429,Nmdar2
AGAP012432,CG5021
AGAP012439,ASPP
AGAP012440,Mgat4a
AGAP012441,dpr13
AGAP012443,CG34386
AGAP012444,CG12822
AGAP012445,wun
AGAP012447,clumsy
AGAP012452,bchs
AGAP012453,Hexo2
AGAP012459,CG5498
AGAP012460,Fsn
AGAP012461,Dp
AGAP012462,Cpr56F
AGAP012463,Edem1
AGAP012464,Mvl
AGAP012466,Cpr50Cb
AGAP012469,CG7582
AGAP012481,PR-Set7
AGAP012485,CG8379
AGAP012487,resilin
AGAP012493,CG14803
AGAP012496,Trissin
AGAP012498,CG6280
AGAP012499,SAK
AGAP012500,CG2608
AGAP012501,CG11294
AGAP012513,CG5590
AGAP012515,ATPsynF
AGAP012516,E(z)
AGAP012517,CG13901
AGAP012518,CG15628
AGAP012519,fu
AGAP012520,sofe
AGAP012521,GCC88
AGAP012523,CG6418
AGAP012533,ND-B14
AGAP012549,Osi19
AGAP012556,Osi5
AGAP012562,CG33453
AGAP012577,26-29-p
AGAP012585,odd
AGAP012587,CG13220
AGAP012590,CG8128
AGAP012591,CG13318
AGAP012606,NoSymbolFound
AGAP012613,CG11686
AGAP012635,CG18480
AGAP012643,JhI-21
AGAP012645,DCP1
AGAP012655,CG5776
AGAP012684,Nsf2
AGAP012690,CG6443
AGAP012707,CG14591
AGAP012717,Sec22
AGAP012727,mt:ND4
AGAP012736,Jon74E
AGAP012739,Cby
AGAP012743,Psf2
AGAP012747,DnaJ-60
AGAP012792,CG11975
AGAP012829,CG8892
AGAP012856,Dbp21E2
AGAP012902,CG30373
AGAP012934,PIG-F
AGAP000002,kibra
AGAP000005,NoSymbolFound
AGAP000007,Cont
AGAP000009,Tomosyn
AGAP000010,eas
AGAP000011,CG1673
AGAP000012,TyrRS-m
AGAP000013,bves
AGAP000014,CG32512
AGAP000015,sev
AGAP000017,rg
AGAP000018,Pi3K92E
AGAP000019,NoSymbolFound
AGAP000020,Epg5
AGAP000022,CD98hc
AGAP000021,cold
AGAP000023,t
AGAP000025,Nup153
AGAP000028,CaMKII
AGAP000029,nej
AGAP000032,if
AGAP000033,rdgB
AGAP000035,lva
AGAP000037,Lrp4
AGAP000038,Lcch3
AGAP000039,CG8916
AGAP000040,Mct1
AGAP000041,SmydA-8
AGAP000042,Hmt4-20
AGAP000043,NoSymbolFound
AGAP000044,prtp
AGAP000045,Oamb
AGAP000047,Cpr92F
AGAP000048,Apc
AGAP000049,SF1
AGAP000051,cysu
AGAP000053,NoSymbolFound
AGAP000054,scrib
AGAP000056,trh
AGAP013380,Asator
AGAP000057,sv
AGAP000058,zfh2
AGAP000061,onecut
AGAP000062,dati
AGAP000063,ey
AGAP000064,PlexA
AGAP000065,unc-13
AGAP000066,Sox102F
AGAP000067,toy
AGAP000068,NfI
AGAP000069,fd102C
AGAP007278,CG9782
AGAP000070,PKD
AGAP000073,Scgdelta
AGAP013127,CG8236
AGAP000075,OtopLb
AGAP013406,CG33557
AGAP000076,SREBP
AGAP000078,CG31122
AGAP000079,CG10864
AGAP000080,fru
AGAP000081,sotv
AGAP000082,eIF2Bepsilon
AGAP000083,inc
AGAP000085,Cpr11A
AGAP000090,Ac13E
AGAP000091,CG1998
AGAP000093,CG7453
AGAP000094,CG15739
AGAP000095,CG10353
AGAP000096,CG15922
AGAP000097,DPCoAC
AGAP000098,Aduk
AGAP000099,Stat92E
AGAP001493,Poxm
AGAP000102,Alg12
AGAP000104,inaF-D
AGAP000106,Coq6
AGAP000107,pyx
AGAP000109,COX7A
AGAP000110,mRpL40
AGAP000112,Nadsyn
AGAP000113,Nna1
AGAP000114,ovo
AGAP000116,Rip11
AGAP000117,shf
AGAP000118,Coq7
AGAP000119,CG9853
AGAP000120,TBCB
AGAP013279,NoSymbolFound
AGAP000121,CG15803
AGAP000123,CG9095
AGAP000124,CG42271
AGAP000126,RhoGAP15B
AGAP000127,CG5382
AGAP013373,CG34031
AGAP000129,CG40470
AGAP000130,CG11318
AGAP000138,nAChRalpha4
AGAP000139,tam
AGAP000140,Ir10a
AGAP000141,CG31224
AGAP000142,CG34133
AGAP000143,beta-Man
AGAP000144,CG7530
AGAP000145,eff
AGAP000146,jvl
AGAP000147,CG8173
AGAP000149,Rassf
AGAP000153,Cad86C
AGAP013500,Spindly
AGAP000155,AlkB
AGAP013158,fend
AGAP000158,PSR
AGAP000159,Klp10A
AGAP000161,g
AGAP000162,Cbs
AGAP000165,Mgstl
AGAP000167,Lsd-2
AGAP000168,fz3
AGAP000169,Fancm
AGAP000170,ND-20
AGAP000171,Ubr1
AGAP000172,CG9666
AGAP013407,CG42374
AGAP000173,CG16787
AGAP000175,Stim
AGAP000178,Sf3b1
AGAP000179,Prat
AGAP000180,Paics
AGAP000181,Rift
AGAP000184,Men
AGAP000185,Adar
AGAP000187,Kap3
AGAP000188,CG6330
AGAP000189,bip2
AGAP000190,Ptx1
AGAP000194,Cyp4c3
AGAP000195,Sra-1
AGAP000196,CG4282
AGAP000198,Cht6
AGAP000199,Pld3
AGAP000201,CG9588
AGAP000203,5PtaseI
AGAP000204,CG14795
AGAP000205,ec
AGAP000209,Grip
AGAP000211,CG5966
AGAP000214,Gycbeta100B
AGAP000213,stops
AGAP000215,oc
AGAP000217,rst
AGAP000219,CG17450
AGAP000220,CG3534
AGAP000222,Mical
AGAP000223,CG2258
AGAP000225,NetA
AGAP000232,CG42450
AGAP000233,CG7058
AGAP000234,NoSymbolFound
AGAP000235,cib
AGAP000236,dnc
AGAP000237,CrebB
AGAP000239,CG6106
AGAP000240,HtrA2
AGAP000241,CG6218
AGAP000242,Sec20
AGAP000243,Rhp
AGAP000246,Cluap1
AGAP000247,CG17600
AGAP000248,CG17598
AGAP000249,CG5613
AGAP000250,Spt7
AGAP000251,CG11178
AGAP000252,CG11771
AGAP000254,Sh
AGAP000255,dlg1
AGAP013258,CG13003
AGAP000256,Ir93a
AGAP000258,CG8668
AGAP000260,sun
AGAP000261,CG7556
AGAP000262,CG31559
AGAP000264,Cen
AGAP000266,CG42749
AGAP000269,Usp30
AGAP000270,CG1785
AGAP000271,ebo
AGAP000272,Ak6
AGAP000273,c11.1
AGAP000275,Ldsdh1
AGAP000277,CG2256
AGAP000278,Obp99a
AGAP000280,Gycalpha99B
AGAP000281,CG12104
AGAP000283,Golgin104
AGAP000284,sad
AGAP000285,CG32795
AGAP000291,CG11779
AGAP000294,CG15247
AGAP000295,CG15211
AGAP000297,CG1572
AGAP000298,sing
AGAP000300,r
AGAP000301,CG15865
AGAP000303,CG1632
AGAP000304,cv
AGAP000305,SPARC
AGAP000306,His2Av
AGAP000307,mew
AGAP000308,REG
AGAP000309,CG6847
AGAP000310,lic
AGAP000311,CG18549
AGAP013392,Rubicon
AGAP000313,CG8745
AGAP000314,CG34401
AGAP000316,CG13014
AGAP000317,Bgb
AGAP000319,kat80
AGAP000320,sw
AGAP000321,CG12065
AGAP013441,CG10555
AGAP000322,CG9132
AGAP000323,mud
AGAP000324,CG14618
AGAP013047,CG5466
AGAP000325,LysRS
AGAP000326,sicily
AGAP000327,CG1461
AGAP000328,CG5902
AGAP000329,nAChRalpha3
AGAP000330,CG1636
AGAP000331,mgl
AGAP000332,vir
AGAP000336,Trf2
AGAP000337,Upf2
AGAP000338,CG10268
AGAP000339,Hakai
AGAP000340,CG7702
AGAP000341,CG5335
AGAP000342,Actbeta
AGAP000343,Vps50
AGAP013476,CG15544
AGAP000344,Cpr97Eb
AGAP000345,Cpr97Ea
AGAP013397,CG14257
AGAP000347,Capa
AGAP000348,trp
AGAP000349,CG9795
AGAP000351,RYa-R
AGAP000352,TwdlT
AGAP000354,CG14435
AGAP000355,Mkrn1
AGAP000358,SelG
AGAP000359,Cda4
AGAP000360,CG42346
AGAP000361,wtrw
AGAP000363,stnB
AGAP000364,stnA
AGAP000365,FucTC
AGAP000367,CG1532
AGAP000368,nonC
AGAP000369,mAChR-C
AGAP000372,Atx-1
AGAP000374,shtd
AGAP000375,Chchd3
AGAP000376,Tsf1
AGAP000377,CG2681
AGAP000378,Pdcd4
AGAP000380,CG32549
AGAP000382,CG42323
AGAP013067,CG32548
AGAP000383,CG32547
AGAP000384,Ubr3
AGAP000385,l(1)G0193
AGAP000387,Ugalt
AGAP000388,Traf-like
AGAP000389,mfr
AGAP000390,CG4301
AGAP000391,TH1
AGAP000392,Ykt6
AGAP000393,CG4239
AGAP000394,CG33722
AGAP000395,wbl
AGAP000396,Prx3
AGAP000397,l(3)07882
AGAP000398,CG1750
AGAP000399,sqd
AGAP000400,CG9915
AGAP000402,Tango14
AGAP000403,rin
AGAP000405,CG6962
AGAP000406,Rok
AGAP000407,Rbpn-5
AGAP000410,HDAC4
AGAP000412,CG7332
AGAP000413,iav
AGAP000415,CG30016
AGAP000416,tzn
AGAP000418,Pkcdelta
AGAP000422,Hs3st-B
AGAP000425,CG15432
AGAP000426,Tspo
AGAP000427,yl
AGAP000428,CG2701
AGAP000430,Syt14
AGAP000431,dmrt99B
AGAP000432,CG3740
AGAP000433,Rab39
AGAP000434,Stt3A
AGAP000436,Cht11
AGAP000438,Nprl2
AGAP000439,Pcd
AGAP000440,Pmp70
AGAP000441,Nf-YC
AGAP000444,Ciao1
AGAP000445,AdoR
AGAP000446,kek6
AGAP000447,CG2124
AGAP013275,CG43347
AGAP000449,X11Lbeta
AGAP000453,4E-T
AGAP000456,CG45049
AGAP000457,Pcmt
AGAP000454,Egm
AGAP000458,CG15760
AGAP000460,CG6123
AGAP000461,Ten-a
AGAP000462,Cyp1
AGAP000466,Ace
AGAP000467,sws
AGAP000469,CG5445
AGAP000470,CG11134
AGAP000471,Fbxl4
AGAP000472,sog
AGAP000474,Orc2
AGAP013210,CG15312
AGAP000477,CG32944
AGAP000478,CG14647
AGAP000479,CG14805
AGAP000480,Nup43
AGAP000483,CG7956
AGAP000484,slou
AGAP000485,CG17974
AGAP000488,Hmx
AGAP000489,Eph
AGAP000491,CG9921
AGAP000492,cdc14
AGAP013265,CG43658
AGAP013262,chas
AGAP000496,geminin
AGAP000500,Cpr
AGAP000502,DCX-EMAP
AGAP000504,RhoGAP19D
AGAP000506,st
AGAP000507,CG9609
AGAP000508,mRpL22
AGAP000509,CG7990
AGAP000512,sd
AGAP000513,CG2200
AGAP000514,Rbm13
AGAP000515,e(r)
AGAP000519,rdgA
AGAP000523,ATPsynC
AGAP000526,eIF4B
AGAP000529,NoSymbolFound
AGAP000530,WRNexo
AGAP000531,CG9804
AGAP000532,HDAC6
AGAP013259,CG11360
AGAP013283,CG15891
AGAP000533,msl-2
AGAP000534,Gss1
AGAP013287,NFAT
AGAP000535,CG3106
AGAP012976,fd3F
AGAP000536,PGRP-SA
AGAP000539,CG8945
AGAP000540,CG16700
AGAP000541,RpS15Aa
AGAP013055,tay
AGAP000543,Vkor
AGAP000544,CG14621
AGAP000545,c12.2
AGAP000546,Acbp1
AGAP000547,Rbsn-5
AGAP000549,CG5599
AGAP000550,mesh
AGAP000551,CG1544
AGAP000552,CG4041
AGAP000553,w
AGAP000554,CG11710
AGAP000555,mal
AGAP000556,CG15456
AGAP000558,alpha-Man-Ia
AGAP000560,Spg7
AGAP000561,Khc
AGAP000562,Moe
AGAP000563,CenB1A
AGAP000564,sni
AGAP000565,Trxr-1
AGAP000566,BCL7-like
AGAP000567,Zdhhc8
AGAP000569,FoxP
AGAP000570,CG15043
AGAP000315,psh
AGAP000574,Pvf1
AGAP000575,Klp3A
AGAP000576,l(2)k05819
AGAP000577,AMPdeam
AGAP000579,Npc1b
AGAP000587,mamo
AGAP000588,mxc
AGAP000589,Parg
AGAP000591,qless
AGAP000592,CG15564
AGAP013410,CG13847
AGAP000596,LPCAT
AGAP000598,NoSymbolFound
AGAP000599,CG32579
AGAP000601,hfw
AGAP013348,CG13639
AGAP000602,Vps15
AGAP000605,CG14292
AGAP000606,Octalpha2R
AGAP000614,CG7369
AGAP000615,Hrd3
AGAP000616,Rpt5
AGAP000617,PTPMT1
AGAP000618,SdhD
AGAP000619,Ing3
AGAP000620,CG42699
AGAP000621,CG3108
AGAP000622,lost
AGAP000623,DNAlig4
AGAP000624,CG14818
AGAP000625,NoSymbolFound
AGAP000626,Vap33
AGAP000627,CkIalpha
AGAP000629,drd
AGAP000630,Rab3-GEF
AGAP000631,IntS6
AGAP000633,CG16721
AGAP000634,CG4078
AGAP000635,CG5937
AGAP000637,CG10804
AGAP000639,CG31381
AGAP000646,Myc
AGAP000648,CG10347
AGAP000649,CG8768
AGAP000651,Act5C
AGAP000652,mRpL38
AGAP000653,CG7536
AGAP000654,RpS30
AGAP000655,RpS14a
AGAP000656,Pgant7
AGAP000657,ppk31
AGAP000658,PK1-R
AGAP000659,sdk
AGAP000660,CG4557
AGAP000662,FoxK
AGAP000663,CG33181
AGAP000666,Usp16-45
AGAP000667,Dop1R2
AGAP000668,Acf
AGAP000669,roh
AGAP000670,CG11590
AGAP000671,Rab10
AGAP000672,CG1354
AGAP000673,Sp1
AGAP000674,btd
AGAP000675,CG9328
AGAP000676,CG3368
AGAP012986,spi
AGAP000678,wap
AGAP000679,CG6465
AGAP000680,CG14434
AGAP000681,CG18048
AGAP000682,bigmax
AGAP000684,unk
AGAP000686,rempA
AGAP000687,CG1986
AGAP000688,CARPB
AGAP000693,CecC
AGAP000695,CG15249
AGAP000696,CG43386
AGAP013464,CG15252
AGAP000697,CG32694
AGAP000698,Marc
AGAP000700,Vamp7
AGAP000702,OtopLc
AGAP000703,OtopLa
AGAP000704,CDC50
AGAP000705,dj-1beta
AGAP000707,sba
AGAP000708,CG7766
AGAP000711,Glos
AGAP000713,Drak
AGAP013172,Ir7c
AGAP000715,CARPA
AGAP000717,CG8034
AGAP000718,CG14196
AGAP000719,Ahcy
AGAP000720,Nrg
AGAP000721,NoSymbolFound
AGAP000723,Dlic
AGAP000724,CG14195
AGAP000725,CG1847
AGAP000726,CG14408
AGAP000727,rut
AGAP000728,wgn
AGAP000731,Bx
AGAP000733,Rad23
AGAP000735,HisRS
AGAP000737,CG5815
AGAP000738,CG14220
AGAP000739,NoSymbolFound
AGAP000740,CG3552
AGAP013043,Xport-A
AGAP000743,Xport-B
AGAP000747,Ask1
AGAP000749,CG5023
AGAP000750,CG14457
AGAP000751,mad2
AGAP000752,anox
AGAP013440,SLIRP1
AGAP000754,CG15439
AGAP000755,CG34325
AGAP000756,CG4678
AGAP000757,O-fut2
AGAP000758,spn-F
AGAP000759,mRpL32
AGAP000760,CG14130
AGAP000761,GstT3
AGAP000762,NoSymbolFound
AGAP000763,put
AGAP000765,CG12054
AGAP000767,MSBP
AGAP000768,Sep4
AGAP000769,stas
AGAP000770,CG5608
AGAP000771,lsn
AGAP000773,sim
AGAP000774,Efa6
AGAP000776,jar
AGAP000778,CG13409
AGAP000779,zfh1
AGAP000780,Yippee
AGAP000781,Tim9a
AGAP000783,wapl
AGAP000784,puml
AGAP000785,CG15221
AGAP000786,m
AGAP000787,Nedd4
AGAP000788,dy
AGAP000790,Karl
AGAP000791,Tango10
AGAP000792,AhcyL1
AGAP000793,CG34148
AGAP000794,ND-49
AGAP000797,CG42797
AGAP000798,Grik
AGAP000801,KaiR1D
AGAP000805,Ktl
AGAP000808,CG4025
AGAP000810,Lrrk
AGAP000812,Mo25
AGAP000813,fh
AGAP000814,CG5439
AGAP000815,mys
AGAP000819,tll
AGAP000820,Cpr100A
AGAP000821,CG32816
AGAP000823,Tsp96F
AGAP000824,gbb
AGAP000825,Dok
AGAP000826,CG6379
AGAP000829,sol
AGAP000830,Drice
AGAP000831,CG7872
AGAP000832,Der-2
AGAP000833,Mip
AGAP000834,CG4928
AGAP000840,ppk23
AGAP000841,Rab40
AGAP013101,CG14853
AGAP000842,CIA30
AGAP000843,CLS
AGAP000844,CG33203
AGAP000847,Doa
AGAP000848,CG45002
AGAP000849,ND-MNLL
AGAP000850,Syx16
AGAP000851,levy
AGAP000852,smt3
AGAP000853,CG4829
AGAP000855,CG15643
AGAP000856,CG1434
AGAP000857,mRpL3
AGAP012991,sn
AGAP000859,Ptth
AGAP000860,tty
AGAP000861,CG1486
AGAP000862,GCS2alpha
AGAP000863,DIP-beta
AGAP000864,IPIP
AGAP000865,RhoGAP1A
AGAP000868,egh
AGAP000869,baz
AGAP000870,RhoGAPp190
AGAP000875,CG43689
AGAP000876,sc
AGAP000878,ase
AGAP000879,y
AGAP000880,Socs16D
AGAP000881,Aldh7A1
AGAP000882,sro
AGAP000883,eEF1gamma
AGAP000884,Usp1
AGAP000885,SP1029
AGAP000886,CG5196
AGAP000887,CG9581
AGAP000889,CG6891
AGAP000890,mRpS29
AGAP000891,NoSymbolFound
AGAP000893,tnc
AGAP000894,Smg6
AGAP000896,CG13392
AGAP000897,Chchd2
AGAP000898,ssh
AGAP000899,CG42237
AGAP000900,Tpst
AGAP000901,CG1640
AGAP000903,dx
AGAP000906,CG34417
AGAP000908,DCTN4-p62
AGAP000909,CG9911
AGAP000911,CG14969
AGAP000912,snz
AGAP000913,CG12121
AGAP000915,CG11317
AGAP000922,Sox100B
AGAP000924,CG18259
AGAP000926,l(1)G0196
AGAP000927,sqh
AGAP000928,Pex10
AGAP000929,fw
AGAP012964,CG1806
AGAP013495,Flacc
AGAP000930,pod1
AGAP000931,CG18508
AGAP000932,C3G
AGAP000933,Atg10
AGAP000934,Dph2
AGAP000935,UQCR-C1
AGAP000938,beat-Vc
AGAP000939,Paf-AHalpha
AGAP000940,CG15765
AGAP000941,CG14207
AGAP000942,CG11095
AGAP000943,Clic
AGAP000945,inaE
AGAP013136,CG7071
AGAP000947,gfzf
AGAP000948,Yip1d1
AGAP000949,p24-1
AGAP000950,mRpL9
AGAP000951,CG6617
AGAP000952,RpL37a
AGAP000953,RpL10
AGAP000954,CG2246
AGAP000955,CG15537
AGAP000957,Osi23
AGAP000958,aralar1
AGAP000960,CG2224
AGAP000961,ckn
AGAP000962,nAChRalpha7
AGAP000963,CG15449
AGAP000965,fne
AGAP000966,nAChRbeta1
AGAP000967,CG32536
AGAP000968,NoSymbolFound
AGAP000969,tmod
AGAP000970,jdp
AGAP000971,PH4alphaEFB
AGAP000973,CDase
AGAP000974,mmd
AGAP000975,CG32638
AGAP000977,CG10466
AGAP000978,Orc5
AGAP000979,DNApol-gamma35
AGAP013093,GatC
AGAP000983,dor
AGAP000984,peb
AGAP000985,Arp2
AGAP000986,Peritrophin-A
AGAP000989,obst-A
AGAP000991,SerRS-m
AGAP000992,CG14445
AGAP000994,CG2493
AGAP000995,Bet5
AGAP000996,dah
AGAP000997,CG5110
AGAP000998,Lerp
AGAP001004,Tl
AGAP001006,Peritrophin-15b
AGAP001007,CG4884
AGAP013526,CG31157
AGAP001010,Chsy
AGAP001015,N
AGAP001018,CCDC151
AGAP001019,Pcl
AGAP001021,su(r)
AGAP001022,CCKLR-17D3
AGAP001023,Mf
AGAP001024,CG14247
AGAP001025,SmydA-2
AGAP001026,CG2915
AGAP001027,CG10960
AGAP001029,crm
AGAP001030,Syx4
AGAP001032,CG31694
AGAP001034,mab-21
AGAP001035,rictor
AGAP001036,Lst8
AGAP001037,ApepP
AGAP001038,NoSymbolFound
AGAP001039,spo
AGAP001041,CG9855
AGAP001042,CG12056
AGAP001043,arm
AGAP001044,CG7126
AGAP001045,CG18600
AGAP001046,Abi
AGAP001047,Ipp
AGAP001048,DIP-alpha
AGAP001050,Chpf
AGAP001051,CG3631
AGAP001052,Usp2
AGAP001053,NoSymbolFound
AGAP013021,beat-VII
AGAP001056,Ubc10
AGAP001057,CG5800
AGAP001058,Ppt1
AGAP001061,f
AGAP001064,bai
AGAP001065,Shmt
AGAP001068,UbcE2H
AGAP001069,Surf4
AGAP001070,NoSymbolFound
AGAP001073,CG12236
AGAP001076,Cyp4g15
AGAP001081,WASp
AGAP001082,Sap-r
AGAP001083,CG12071
AGAP001084,CG4020
AGAP001090,rudhira
AGAP001091,yata
AGAP001092,CG7685
AGAP001093,kay
AGAP001094,run
