GeneName_TC	GeneName_OGid	Ortholog_id_symb	Dmel_paralogs	Dmel_paralogs_ids	Dmel_paralogs_Symbols	listOfParalogsIfAny	ifParalogHasOrtholog_id_symb	Dmel_Pparalogs	Dmel_Pparalogs_ids	Dmel_Pparalogs_Symbols
AGAP011417	7165:0028ce	7227:001bfc__FBgn0036285/toe	NoParalogs	-	-	-	-	-	-	-
AGAP011418	7165:0028cf	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011419	7165:0028d0	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028411	-	-	-	-	-	-	-	-	-	-
AGAP011420	7165:0028d1	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011421	7165:0028d2	7227:0008d2__FBgn0026179/siz	NoParalogs	-	-	-	-	-	-	-
AGAP011422	7165:0028d3	7227:001cb6__FBgn0036556/hzg	NoParalogs	-	-	-	-	-	-	-
AGAP011423	7165:0028d4	7227:000784__FBgn0023174/Prosbeta2	NoParalogs	-	-	-	-	-	-	-
AGAP011424	7165:0028d5	7227:001828__FBgn0034743/RpS16	NoParalogs	-	-	-	-	-	-	-
AGAP011425	7165:0028d6	7227:0009f0__FBgn0027783/SMC2	NoParalogs	-	-	-	-	-	-	-
AGAP011426	7165:0028d7	7227:00066d__FBgn0016684/NaPi-T	NoParalogs	-	-	-	-	-	-	-
AGAP029065	-	-	-	-	-	-	-	-	-	-
AGAP011427	7165:0028d8	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP029117	-	-	-	-	-	-	-	-	-	-
AGAP011431	7165:0028db	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011432	7165:0028dc	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011433	7165:0028dd	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011434	7165:0028de	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011435	7165:0028df	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011436	7165:0028e0	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011437	7165:0028e1	7227:000140__FBgn0001319/kn	NoParalogs	-	-	-	-	-	-	-
AGAP011438	7165:0028e2	7227:000056__FBgn0000259/CkIIbeta	NoParalogs	-	-	-	-	-	-	-
AGAP011439	7165:0028e3	7227:001424__FBgn0033177/CG11141	NoParalogs	-	-	-	-	-	-	-
AGAP011440	7165:0028e4	7227:001421__FBgn0033169/CG11123	NoParalogs	-	-	-	-	-	-	-
AGAP011441	7165:0028e5	7227:00055b__FBgn0013811/Dhc62B	NoParalogs	-	-	-	-	-	-	-
AGAP011442	7165:0028e6	7227:001930__FBgn0035154/hiro	NoParalogs	-	-	-	-	-	-	-
AGAP011443	7165:0028e7	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028412	-	-	-	-	-	-	-	-	-	-
AGAP011444	7165:0028e8	7227:002fe6__FBgn0250746/Prosbeta7	NoParalogs	-	-	-	-	-	-	-
AGAP011445	7165:0028e9	NO ortholog	-	-	-	['7165:0028e9', '7165:002d3a']	NULL	-	-	-
AGAP011446	7165:0028ea	7227:0005aa__FBgn0014870/Psi	NoParalogs	-	-	-	-	-	-	-
AGAP011447	7165:0028eb	7227:000921__FBgn0026533/Dek	NoParalogs	-	-	-	-	-	-	-
AGAP011448	7165:0028ec	7227:0008a4__FBgn0025832/Fen1	NoParalogs	-	-	-	-	-	-	-
AGAP011449	7165:0028ed	7227:0008a3__FBgn0025830/IntS8	NoParalogs	-	-	-	-	-	-	-
AGAP011450	7165:0028ee	7227:001cba__FBgn0036565/CG5235	NoParalogs	-	-	-	-	-	-	-
AGAP011451	7165:0028ef	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011452	7165:0028f0	7227:002876__FBgn0050106/CCHa1-R	NoParalogs	-	-	-	-	-	-	-
AGAP011453	7165:0028f1	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011454	7165:0028f2	7227:0035e5__FBgn0266111/ana3	NoParalogs	-	-	-	-	-	-	-
AGAP011455	7165:0028f3	7227:002838__FBgn0050010/CG30010	NoParalogs	-	-	-	-	-	-	-
AGAP028723	-	-	-	-	-	-	-	-	-	-
AGAP011456	7165:0028f4	7227:001866__FBgn0034849/CG3500	NoParalogs	-	-	-	-	-	-	-
AGAP011457	7165:0028f5	7227:0028e8__FBgn0050410/Rpi	NoParalogs	-	-	-	-	-	-	-
AGAP011458	7165:0028f6	7227:000258__FBgn0003401/shu	NoParalogs	-	-	-	-	-	-	-
AGAP011459	7165:0028f7	7227:0035fb__FBgn0266346/CngB	NoParalogs	-	-	-	-	-	-	-
AGAP011460	7165:0028f8	7227:002898__FBgn0050197/CG30197	NoParalogs	-	-	-	-	-	-	-
AGAP028413	-	-	-	-	-	-	-	-	-	-
AGAP011462	7165:0028f9	7227:0017ff__FBgn0034692/CG13502	NoParalogs	-	-	-	-	-	-	-
AGAP011463	7165:0028fa	7227:0005da__FBgn0015296/Shc	NoParalogs	-	-	-	-	-	-	-
AGAP011464	7165:0028fb	7227:00073d__FBgn0021979/l(2)k09913	NoParalogs	-	-	-	-	-	-	-
AGAP028626	-	-	-	-	-	-	-	-	-	-
AGAP011467	7165:0028fe	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011468	7165:0028ff	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011469	7165:002900	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011470	7165:002901	7227:000eeb__FBgn0031054/Ssu72	NoParalogs	-	-	-	-	-	-	-
AGAP011471	7165:002902	7227:0035fa__FBgn0266284/Ns3	NoParalogs	-	-	-	-	-	-	-
AGAP011472	7165:002903	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011473	7165:002904	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011474	7165:002905	7227:0018c2__FBgn0034989/CG3356	NoParalogs	-	-	-	-	-	-	-
AGAP028522	-	-	-	-	-	-	-	-	-	-
AGAP011475	7165:002906	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011476	7165:002907	7227:00190a__FBgn0035094/CG9380	NoParalogs	-	-	-	-	-	-	-
AGAP011477	7165:002908	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011478	7165:002909	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011479	7165:00290a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011480	7165:00290b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011481	7165:00290c	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028414	-	-	-	-	-	-	-	-	-	-
AGAP011482	7165:00290d	7227:003537__FBgn0264750/CG44008	NoParalogs	-	-	-	-	-	-	-
AGAP011483	7165:00290e	7227:00305c__FBgn0259221/ATP8A	NoParalogs	-	-	-	-	-	-	-
AGAP011484	7165:00290f	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011485	7165:002910	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011486	7165:002911	NO ortholog	-	-	-	['7165:002911', '7165:002e75']	NULL	-	-	-
AGAP011487	7165:002912	7227:002627__FBgn0040294/POSH	NoParalogs	-	-	-	-	-	-	-
AGAP011488	7165:002913	7227:001242__FBgn0032361/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP011489	7165:002914	7227:00036e__FBgn0004839/otk	NoParalogs	-	-	-	-	-	-	-
AGAP011490	7165:002915	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011491	7165:002916	7227:0011d4__FBgn0032191/Snx17	NoParalogs	-	-	-	-	-	-	-
AGAP011492	7165:002917	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011493	7165:002918	7227:000bdc__FBgn0029849/Efr	NoParalogs	-	-	-	-	-	-	-
AGAP011494	7165:002919	7227:001200__FBgn0032250/holn1	NoParalogs	-	-	-	-	-	-	-
AGAP011495	7165:00291a	7227:000696__FBgn0017551/Rca1	NoParalogs	-	-	-	-	-	-	-
AGAP011496	7165:00291b	7227:0013a9__FBgn0032934/CG8679	NoParalogs	-	-	-	-	-	-	-
AGAP011497	7165:00291c	7227:000740__FBgn0022027/Vps25	NoParalogs	-	-	-	-	-	-	-
AGAP029048	-	-	-	-	-	-	-	-	-	-
AGAP011499	7165:00291e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011501	7165:002920	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011502	7165:002921	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011503	7165:002922	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011504	7165:002923	7227:000468__FBgn0010638/Sec61beta	NoParalogs	-	-	-	-	-	-	-
AGAP011505	7165:002924	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011506	7165:002925	7227:001a53__FBgn0035612/frm	NoParalogs	-	-	-	-	-	-	-
AGAP011507	7165:002926	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028523	-	-	-	-	-	-	-	-	-	-
AGAP011508	7165:002927	7227:000582__FBgn0014127/barr	NoParalogs	-	-	-	-	-	-	-
AGAP011509	7165:002928	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011511	7165:002929	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011512	7165:00292a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011513	7165:00292b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011514	7165:00292c	NO ortholog	-	-	-	['7165:00292e', '7165:0011ad', '7165:00292c']	-	-	-	-
AGAP011515	7165:00292d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011516	7165:00292e	NO ortholog	-	-	-	['7165:00292e', '7165:0011ad', '7165:00292c']	NULL	-	-	-
AGAP011517	7165:00292f	7227:0000d9__FBgn0000719/fog	NoParalogs	-	-	-	-	-	-	-
AGAP011518	7165:002930	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011519	7165:002931	7227:002432__FBgn0039343/CG5111	NoParalogs	-	-	-	-	-	-	-
AGAP011520	7165:002932	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011521	7165:002933	7227:000b8b__FBgn0029715/CG11444	NoParalogs	-	-	-	-	-	-	-
AGAP011522	7165:002934	7227:002264__FBgn0038673/CG14286	NoParalogs	-	-	-	-	-	-	-
AGAP011523	7165:002935	7227:000ccb__FBgn0030257/SmydA-4	NoParalogs	-	-	-	-	-	-	-
AGAP011524	7165:002936	7227:000e03__FBgn0030721/CG12698	NoParalogs	-	-	-	-	-	-	-
AGAP028627	-	-	-	-	-	-	-	-	-	-
AGAP011529	7165:00293b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011530	7165:00293c	7227:001603__FBgn0033917/SmydA-1	NoParalogs	-	-	-	-	-	-	-
AGAP011531	7165:00293d	7227:0020eb__FBgn0038115/CG7966	NoParalogs	-	-	-	-	-	-	-
AGAP011532	7165:00293e	7227:000579__FBgn0014029/Sep2	NoParalogs	-	-	-	-	-	-	-
AGAP011533	7165:00293f	7227:001e0e__FBgn0037022/CG11396	NoParalogs	-	-	-	-	-	-	-
AGAP011534	7165:002940	7227:000a17__FBgn0028343/Ankle2	NoParalogs	-	-	-	-	-	-	-
AGAP011535	7165:002941	7227:003650__FBgn0266711/EloC	NoParalogs	-	-	-	-	-	-	-
AGAP011536	7165:002942	7227:001105__FBgn0031875/CG3430	NoParalogs	-	-	-	-	-	-	-
AGAP011537	7165:002943	7227:002fda__FBgn0087035/AGO2	NoParalogs	-	-	-	-	-	-	-
AGAP028430	-	-	-	-	-	-	-	-	-	-
AGAP011538	7165:002944	7227:000c35__FBgn0029977/hdm	NoParalogs	-	-	-	-	-	-	-
AGAP011539	7165:002945	7227:001bc2__FBgn0036195/Dnai2	NoParalogs	-	-	-	-	-	-	-
AGAP011540	7165:002946	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011541	7165:002947	7227:001c11__FBgn0036317/CG10948	NoParalogs	-	-	-	-	-	-	-
AGAP011542	7165:002948	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011543	7165:002949	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011544	7165:00294a	7227:00097b__FBgn0027339/jim	NoParalogs	-	-	-	-	-	-	-
AGAP011545	7165:00294b	7227:001c6e__FBgn0036451/Helz	NoParalogs	-	-	-	-	-	-	-
AGAP011546	7165:00294c	7227:00327a__FBgn0261722/fwe	NoParalogs	-	-	-	-	-	-	-
AGAP028524	-	-	-	-	-	-	-	-	-	-
AGAP028525	-	-	-	-	-	-	-	-	-	-
AGAP011547	7165:00294d	7227:000b44__FBgn0029525/CG18273	NoParalogs	-	-	-	-	-	-	-
AGAP011548	7165:00294e	7227:001bb6__FBgn0036179/CG7368	NoParalogs	-	-	-	-	-	-	-
AGAP011549	7165:00294f	7227:001653__FBgn0034050/bug	NoParalogs	-	-	-	-	-	-	-
AGAP011551	7165:002950	7227:001487__FBgn0033339/Sec31	NoParalogs	-	-	-	-	-	-	-
AGAP011552	7165:002951	7227:000b23__FBgn0029131/Debcl	NoParalogs	-	-	-	-	-	-	-
AGAP028526	-	-	-	-	-	-	-	-	-	-
AGAP011553	7165:002952	7227:001549__FBgn0033645/CG13196	NoParalogs	-	-	-	-	-	-	-
AGAP011554	7165:002953	7227:0035aa__FBgn0265487/mbl	NoParalogs	-	-	-	-	-	-	-
AGAP011555	7165:002954	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011556	7165:002955	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011557	7165:002956	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011558	7165:002957	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011559	7165:002958	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011560	7165:002959	7227:0028ff__FBgn0050456/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP011561	7165:00295a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011562	7165:00295b	7227:00197c__FBgn0035264/Oseg4	NoParalogs	-	-	-	-	-	-	-
AGAP011563	7165:00295c	7227:000ca9__FBgn0030183/CG15309	NoParalogs	-	-	-	-	-	-	-
AGAP011564	7165:00295d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011565	7165:00295e	7227:001ee9__FBgn0037364/Rab23	NoParalogs	-	-	-	-	-	-	-
AGAP011566	7165:00295f	7227:000061__FBgn0000289/cg	NoParalogs	-	-	-	-	-	-	-
AGAP011567	7165:002960	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011568	7165:002961	7227:000c97__FBgn0030141/Gga	NoParalogs	-	-	-	-	-	-	-
AGAP011569	7165:002962	7227:000c4f__FBgn0030013/GIIIspla2	NoParalogs	-	-	-	-	-	-	-
AGAP011570	7165:002963	7227:001576__FBgn0033713/CG8841	NoParalogs	-	-	-	-	-	-	-
AGAP011571	7165:002964	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011572	7165:002965	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011573	7165:002966	7227:00191e__FBgn0035134/CG1231	NoParalogs	-	-	-	-	-	-	-
AGAP011574	7165:002967	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011575	7165:002968	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011576	7165:002969	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011578	7165:00296a	7227:00183f__FBgn0034788/CG13532	NoParalogs	-	-	-	-	-	-	-
AGAP011579	7165:00296b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011580	7165:00296c	7227:0017e8__FBgn0034654/eIF3k	NoParalogs	-	-	-	-	-	-	-
AGAP011581	7165:00296d	7227:000501__FBgn0011787/mRpL12	NoParalogs	-	-	-	-	-	-	-
AGAP027998	7165:003124	7227:001e11__FBgn0037025/Spc105R	NoParalogs	-	-	-	-	-	-	-
AGAP011582	7165:00296e	7227:001d6d__FBgn0036813/Atg3	NoParalogs	-	-	-	-	-	-	-
AGAP011583	7165:00296f	7227:000516__FBgn0013263/Trl	NoParalogs	-	-	-	-	-	-	-
AGAP011584	7165:002970	7227:00303c__FBgn0259175/ome	NoParalogs	-	-	-	-	-	-	-
AGAP011586	7165:002971	7227:001c6b__FBgn0036448/mop	NoParalogs	-	-	-	-	-	-	-
AGAP011587	7165:002972	7227:002609__FBgn0040230/dbo	NoParalogs	-	-	-	-	-	-	-
AGAP011588	7165:002973	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011589	7165:002974	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011590	7165:002975	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011592	7165:002976	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011593	7165:002977	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011599	7165:002978	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011600	7165:002979	7227:001bae__FBgn0036165/chrb	NoParalogs	-	-	-	-	-	-	-
AGAP011603	7165:00297a	7227:001d75__FBgn0036821/CG3961	NoParalogs	-	-	-	-	-	-	-
AGAP011604	7165:00297b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011605	7165:00297c	7227:000874__FBgn0025643/CG3588	NoParalogs	-	-	-	-	-	-	-
AGAP011608	7165:00297d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011609	7165:00297e	7227:001e69__FBgn0037153/olf413	NoParalogs	-	-	-	-	-	-	-
AGAP011610	7165:00297f	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011611	7165:002980	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011612	7165:002981	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011613	7165:002982	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011614	7165:002983	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011615	7165:002984	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011616	7165:002985	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011617	7165:002986	7227:003502__FBgn0264488/CG43896	NoParalogs	-	-	-	-	-	-	-
AGAP028207	7165:0031f2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011618	7165:002987	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011619	7165:002988	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028051	7165:003159	7227:0033e6__FBgn0262986/CG43294	NoParalogs	-	-	-	-	-	-	-
AGAP011620	7165:002989	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011621	7165:00298a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011622	7165:00298b	7227:000071__FBgn0000351/cort	NoParalogs	-	-	-	-	-	-	-
AGAP011623	7165:00298c	7227:002b69__FBgn0052438/SMC5	NoParalogs	-	-	-	-	-	-	-
AGAP011625	7165:00298d	7227:0032bf__FBgn0261953/TfAP-2	NoParalogs	-	-	-	-	-	-	-
AGAP011626	7165:00298e	7227:001d43__FBgn0036761/MED19	NoParalogs	-	-	-	-	-	-	-
AGAP011627	7165:00298f	7227:0016ad__FBgn0034181/CG8963	NoParalogs	-	-	-	-	-	-	-
AGAP011629	7165:002990	7227:001d44__FBgn0036762/CG7430	NoParalogs	-	-	-	-	-	-	-
AGAP028105	7165:00318e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011630	7165:002991	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011631	7165:002992	7227:00176c__FBgn0034473/Or56a	NoParalogs	-	-	-	-	-	-	-
AGAP028628	-	-	-	-	-	-	-	-	-	-
AGAP011634	7165:002995	7227:00230d__FBgn0038924/CG6028	NoParalogs	-	-	-	-	-	-	-
AGAP011635	7165:002996	7227:00230c__FBgn0038923/mRpL35	NoParalogs	-	-	-	-	-	-	-
AGAP011636	7165:002997	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011637	7165:002998	7227:000264__FBgn0003449/snf	NoParalogs	-	-	-	-	-	-	-
AGAP011638	7165:002999	7227:001ced__FBgn0036624/RAF2	NoParalogs	-	-	-	-	-	-	-
AGAP011639	7165:00299a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011640	7165:00299b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028752	-	-	-	-	-	-	-	-	-	-
AGAP028753	-	-	-	-	-	-	-	-	-	-
AGAP011641	7165:00299c	7227:002133__FBgn0038213/CG9624	NoParalogs	-	-	-	-	-	-	-
AGAP011642	7165:00299d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011643	7165:00299e	7227:002b7c__FBgn0052476/mthl14	NoParalogs	-	-	-	-	-	-	-
AGAP011644	7165:00299f	7227:000e1f__FBgn0030761/CG9784	NoParalogs	-	-	-	-	-	-	-
AGAP011645	7165:0029a0	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011646	7165:0029a1	7227:002b6f__FBgn0052447/CG32447	NoParalogs	-	-	-	-	-	-	-
AGAP011647	7165:0029a2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011648	7165:0029a3	7227:000763__FBgn0022800/Cad96Ca	NoParalogs	-	-	-	-	-	-	-
AGAP011649	7165:0029a4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011650	7165:0029a5	7227:00166e__FBgn0034085/Ptp52F	NoParalogs	-	-	-	-	-	-	-
AGAP011651	7165:0029a6	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011652	7165:0029a7	7227:0019e3__FBgn0035443/CG12010	NoParalogs	-	-	-	-	-	-	-
AGAP011653	7165:0029a8	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011654	7165:0029a9	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011655	7165:0029aa	7227:000145__FBgn0001325/Kr	NoParalogs	-	-	-	-	-	-	-
AGAP011656	7165:0029ab	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011657	7165:0029ac	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011659	7165:0029ad	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011660	7165:0029ae	NO ortholog	-	-	-	['7165:0029ae', '7165:002ccb', '7165:002cdb', '7165:002cf8']	NULL	-	-	-
AGAP011661	7165:0029af	7227:00310e__FBgn0260397/Su(var)3-3	NoParalogs	-	-	-	-	-	-	-
AGAP029123	-	-	-	-	-	-	-	-	-	-
AGAP011664	7165:0029b2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028415	-	-	-	-	-	-	-	-	-	-
AGAP011665	7165:0029b3	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011666	7165:0029b4	7227:00184d__FBgn0034808/CG9896	NoParalogs	-	-	-	-	-	-	-
AGAP011667	7165:0029b5	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP029067	-	-	-	-	-	-	-	-	-	-
AGAP029119	-	-	-	-	-	-	-	-	-	-
AGAP011670	7165:0029b8	7227:002091__FBgn0037981/Spt3	NoParalogs	-	-	-	-	-	-	-
AGAP028528	-	-	-	-	-	-	-	-	-	-
AGAP028629	-	-	-	-	-	-	-	-	-	-
AGAP011673	7165:0029bb	7227:0013ee__FBgn0033085/CG15908	NoParalogs	-	-	-	-	-	-	-
AGAP011674	7165:0029bc	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011675	7165:0029bd	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011676	7165:0029be	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011677	7165:0029bf	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011678	7165:0029c0	7227:000425__FBgn0010356/Taf5	NoParalogs	-	-	-	-	-	-	-
AGAP011679	7165:0029c1	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011680	7165:0029c2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011681	7165:0029c3	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011682	7165:0029c4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011683	7165:0029c5	7227:002488__FBgn0039476/CG6271	NoParalogs	-	-	-	-	-	-	-
AGAP028600	-	-	-	-	-	-	-	-	-	-
AGAP011684	7165:0029c6	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028529	-	-	-	-	-	-	-	-	-	-
AGAP011685	7165:0029c7	7227:0002d1__FBgn0004055/uzip	NoParalogs	-	-	-	-	-	-	-
AGAP011686	7165:0029c8	7227:0003d2__FBgn0005695/gcl	NoParalogs	-	-	-	-	-	-	-
AGAP011687	7165:0029c9	7227:00243e__FBgn0039359/RpL27	NoParalogs	-	-	-	-	-	-	-
AGAP011688	7165:0029ca	7227:000d60__FBgn0030486/Set2	NoParalogs	-	-	-	-	-	-	-
AGAP011689	7165:0029cb	7227:000c5e__FBgn0030037/Miga	NoParalogs	-	-	-	-	-	-	-
AGAP011690	7165:0029cc	7227:000732__FBgn0021825/DCTN2-p50	NoParalogs	-	-	-	-	-	-	-
AGAP011691	7165:0029cd	7227:003429__FBgn0263197/Patronin	NoParalogs	-	-	-	-	-	-	-
AGAP011692	7165:0029ce	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011693	7165:0029cf	7227:0006e4__FBgn0020381/Dredd	NoParalogs	-	-	-	-	-	-	-
AGAP011694	7165:0029d0	7227:000ef4__FBgn0031065/CG14234	NoParalogs	-	-	-	-	-	-	-
AGAP011695	7165:0029d1	7227:000267__FBgn0003460/so	NoParalogs	-	-	-	-	-	-	-
AGAP011696	7165:0029d2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011697	7165:0029d3	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011698	7165:0029d4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011699	7165:0029d5	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011700	7165:0029d6	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011701	7165:0029d7	7227:0017f7__FBgn0034674/CG9304	NoParalogs	-	-	-	-	-	-	-
AGAP011702	7165:0029d8	7227:0016ac__FBgn0034180/Ehbp1	NoParalogs	-	-	-	-	-	-	-
AGAP028530	-	-	-	-	-	-	-	-	-	-
AGAP011703	7165:0029d9	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011704	7165:0029da	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011705	7165:0029db	7227:00087c__FBgn0025681/CG3558	NoParalogs	-	-	-	-	-	-	-
AGAP011706	7165:0029dc	7227:00324f__FBgn0261606/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP011707	7165:0029dd	7227:001aaf__FBgn0035761/RhoGEF4	NoParalogs	-	-	-	-	-	-	-
AGAP011708	7165:0029de	7227:000851__FBgn0025549/unc-119	NoParalogs	-	-	-	-	-	-	-
AGAP011709	7165:0029df	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011710	7165:0029e0	7227:002728__FBgn0041203/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP011711	7165:0029e1	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP011712	7165:0029e2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028531	-	-	-	-	-	-	-	-	-	-
AGAP011713	7165:0029e3	7227:001add__FBgn0035831/Pop4	NoParalogs	-	-	-	-	-	-	-
